Site_ID,Site_Name,Site_City,Site_Area,Site_Cluster,Site_Room,Site_Type,Site_Scene,Site_Longitude,Site_Latitude,Power_Supply_Type,Power_Supply_PV_Panels_Current,Power_Supply_PV_Specification_Current,Power_Supply_PV_Annual_Current,Power_Supply_PV_Panels_Tobe,Power_Supply_PV_Specification_Tobe,Power_Supply_PV_Annual_Tobe,Rectifier_Model_Current,Rectifier_Deployment_Year,Rectifier_Efficiency_Current,Rectifier_Efficiency_Tobe,Battery_Type_Current,Cooling_Type,Power_Consumption_Aircondition,Power_Consumption_FCS,Power_Consumption_Aircondition_Outdoor,Power_Consumption_FCS_Outdoor,Cooling_Aircondition_Working_Hours_Current,Cooling_FCS_Working_Hours_Current,Cooling_Aircondition_Working_Hours_Tobe,Cooling_FCS_Working_Hours_Tobe,Cooling_Aircondition_Working_Hours_Outdoor,Cooling_FCS_Working_Hours_Outdoor,Data_Volume_234G_Month,Data_Volume_5G_Month,Alpha,Power_Star_Activation,Power_Star_Efficiency_234G,Power_Star_Efficiency_5G,Power_Consumption_Site_Radio_234G,Power_Consumption_Site_Tower_234G,Power_Consumption_Site_Radio_5G,grid_id,Power_Supply_PV_Out,5G_Deployment_Year,Power_Saving_Total
82,Site82,娄底,冷江,Cluster_4,Indoor,Macro,Urban,111.43027,27.68678,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3408,963.1640015,2039,0
83,Site83,娄底,冷江,Cluster_4,Indoor,Macro,Suburban,111.43027,27.68678,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3408,963.1640015,2029,0
84,Site84,娄底,冷江,Cluster_4,Indoor,Macro,Suburban,111.51505,27.61835,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2474,975.5830078,2026,0
85,Site85,娄底,冷江,Cluster_4,Indoor,Macro,Suburban,111.45919,27.67369,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3273,960.7900085,2034,0
86,Site86,娄底,冷江,Cluster_4,Indoor,Macro,Suburban,111.347238,27.585422,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,1989,959.1459961,2023,0
87,Site87,娄底,冷江,Cluster_4,Indoor,Macro,Suburban,111.430384,27.684124,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3408,963.1640015,2026,0
88,Site88,娄底,冷江,Cluster_4,Indoor,Macro,Rural,111.530065,27.774238,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4717,990.0100098,2037,0
89,Site89,娄底,冷江,Cluster_4,Indoor,Macro,Rural,111.41892,27.690825,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,3540,964.625,2029,0
90,Site90,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.41892,27.690825,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3540,964.625,2033,0
91,Site91,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.420485,27.689108,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3540,964.625,2024,0
92,Site92,娄底,冷江,Cluster_5,Outdoor,Macro,Rural,111.421164,27.674886,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3269,957.6855164,2024,0
93,Site93,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.43062,27.69984,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,3674,964.0775146,2019,0
94,Site94,娄底,冷江,Cluster_5,Indoor,Macro,Urban,111.42244,27.7021,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,3673,965.7210083,2035,0
95,Site95,娄底,冷江,Cluster_5,Indoor,Macro,Urban,111.42064,27.69398,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,3540,964.625,2024,0
96,Site96,娄底,冷江,Cluster_5,Outdoor,Macro,Suburban,111.43313,27.69676,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3541,962.7990112,2024,0
97,Site97,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.46091,27.60443,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,2228,956.223999,2025,0
98,Site98,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.436348,27.693859,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3541,962.7990112,2027,0
99,Site99,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.4334,27.6942,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3541,962.7990112,2039,0
100,Site100,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.433991,27.69408,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3541,962.7990112,2030,0
101,Site101,娄底,冷江,Cluster_5,Outdoor,Macro,Rural,111.42783,27.69746,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3541,962.7990112,2026,0
102,Site102,娄底,冷江,Cluster_5,Outdoor,Macro,Rural,111.54291,27.7482,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,4328,979.9660034,2038,0
103,Site103,娄底,冷江,Cluster_5,Indoor,Macro,Rural,111.37008,27.56714,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,1793,938.6924744,2026,0
104,Site104,娄底,冷江,Cluster_5,Outdoor,Macro,Rural,111.44224,27.686478,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3409,956.5895081,2027,0
105,Site105,娄底,冷江,Cluster_5,Outdoor,Macro,Urban,111.44224,27.686478,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3409,956.5895081,2034,0
106,Site106,娄底,冷江,Cluster_5,Indoor,Macro,Urban,111.447645,27.623727,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,2468,960.9730225,2029,0
107,Site107,娄底,冷江,Cluster_5,Indoor,Macro,Urban,111.436667,27.668056,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3132,957.6859741,2029,0
108,Site108,娄底,冷江,Cluster_5,Indoor,Macro,Urban,111.45678,27.64264,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2726,948.9199829,2030,0
109,Site109,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.58375,27.69749,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3689,981.7919922,2027,0
110,Site110,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.47385,27.60921,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2348,957.3200073,2023,0
111,Site111,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.524389,27.811972,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,5246,998.9584961,2036,0
112,Site112,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.47865,27.65151,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,2857,959.5120239,2035,0
113,Site113,娄底,冷江,Cluster_5,Indoor,Macro,Suburban,111.57663,27.68604,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3422,983.5272522,2036,0
114,Site114,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.51258,27.72799,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4071,988.7319946,2030,0
115,Site115,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.39073,27.62929,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,2590,958.0505066,2031,0
116,Site116,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.447851,27.66346,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3134,959.5120239,2027,0
117,Site117,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.56425,27.71939,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3948,976.3129883,2038,0
118,Site118,娄底,冷江,Cluster_6,Outdoor,Macro,Rural,111.34264,27.56381,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,1790,962.434021,2034,0
119,Site119,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.40096,27.69105,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,3538,961.3380127,2032,0
120,Site120,娄底,冷江,Cluster_6,Indoor,Macro,Urban,111.47071,27.75081,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,4321,974.1220093,2033,0
121,Site121,娄底,冷江,Cluster_6,Indoor,Macro,Urban,111.35815,27.5659,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,1792,957.8684998,2020,0
122,Site122,娄底,冷江,Cluster_6,Outdoor,Macro,Suburban,111.426812,27.68929,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3540,964.625,2032,0
123,Site123,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.40824,27.64622,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,2850,959.8770142,2031,0
124,Site124,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.39259,27.6486,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2848,954.3980103,2026,0
125,Site125,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.4894,27.76055,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,4452,976.6779785,2027,0
126,Site126,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.437221,27.696504,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3541,962.7990112,2022,0
127,Site127,娄底,冷江,Cluster_6,Outdoor,Macro,Rural,111.437221,27.696504,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3541,962.7990112,2031,0
128,Site128,娄底,冷江,Cluster_6,Outdoor,Macro,Rural,111.52306,27.70603,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3683,985.0789795,2026,0
129,Site129,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.42821,27.67039,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3132,957.6859741,2030,0
130,Site130,娄底,冷江,Cluster_6,Outdoor,Macro,Rural,111.49462,27.6728,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3276,970.8345032,2025,0
131,Site131,娄底,冷江,Cluster_6,Outdoor,Macro,Urban,111.43908,27.58478,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,,983.3864329,2033,0
132,Site132,娄底,冷江,Cluster_6,Indoor,Macro,Urban,111.43872,27.59737,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,,983.3864329,2031,0
133,Site133,娄底,冷江,Cluster_6,Indoor,Macro,Urban,111.56167,27.66669,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3145,978.5050049,2032,0
134,Site134,娄底,冷江,Cluster_6,Indoor,Macro,Urban,111.45106,27.65515,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2993,955.4940186,2032,0
135,Site135,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.38112,27.58389,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,1992,943.0759888,2032,0
136,Site136,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.47833,27.62725,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2599,960.9729919,2032,0
137,Site137,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.433421,27.668253,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3132,957.6859741,2032,0
138,Site138,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.503575,27.77294,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,4714,985.0789795,2028,0
139,Site139,娄底,冷江,Cluster_6,Indoor,Macro,Suburban,111.36137,27.55402,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,1699,942.710022,2032,0
140,Site140,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.42728,27.67595,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3270,957.3200073,2025,0
141,Site141,娄底,冷江,Cluster_6,Indoor,Macro,Rural,111.432219,27.693731,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,3541,962.7990112,2026,0
142,Site142,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.432219,27.693731,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3541,962.7990112,2026,0
143,Site143,娄底,冷江,Cluster_7,Outdoor,Macro,Rural,111.4274,27.69464,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3541,962.7990112,2019,0
144,Site144,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.5138,27.75813,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,,843,0,0.02,0,1835,1500,0,4454,988.7319946,2021,0
145,Site145,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.34769,27.54089,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,15,1,843,0,0.02,0.1,1835,1500,1493,1523,983.3864329,2024,0
146,Site146,娄底,冷江,Cluster_7,Indoor,Macro,Urban,111.56618,27.70313,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,3687,973.3909912,2032,0
147,Site147,娄底,冷江,Cluster_7,Outdoor,Macro,Urban,111.56074,27.68292,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,3421,984.7139893,2028,0
148,Site148,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.51947,27.64098,grid,0,0,0,12,375,0,non-Huawei,2013,0.83,0.83,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,4,,843,0,0.02,0,1300,1000,0,2733,974.1220093,2025,0
149,Site149,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.3801,27.62188,grid+solar,12,400,7,0,375,0,non-Huawei,2018,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,2461,963.1640015,2032,0
150,Site150,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.426929,27.705613,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,3673,965.7210083,2021,0
151,Site151,娄底,冷江,Cluster_7,Outdoor,Macro,Rural,111.49512,27.6102,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2350,966.0859985,2025,0
152,Site152,娄底,冷江,Cluster_7,Outdoor,Macro,Rural,111.52676,27.63882,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,2733,974.1220093,2031,0
153,Site153,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.49181,27.78892,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,High-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2019,4977,982.1569824,2028,0
154,Site154,娄底,冷江,Cluster_7,Outdoor,Macro,Rural,111.42611,27.683939,grid+generator,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery,FCS,450,70,450,70,0,8760,200,8560,200,8560,24,0,843,0,0.05,0.1,2542,2000,1454,3407,963.1640015,2032,0
155,Site155,娄底,冷江,Cluster_7,Outdoor,Macro,Rural,111.53559,27.73184,grid+generator,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,450,70,450,70,1200,7560,200,8560,200,8560,16,0,843,0,0.05,0.1,1836,1300,1454,4073,973.5740051,2022,0
156,Site156,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.44882,27.69759,grid,0,0,0,12,375,0,Huawei,2020,0.97,0.97,Li-battery+high-temperature lead-acid battery,FCS,1500,210,450,70,0,8760,200,8560,200,8560,35,1,843,0,0.05,0.1,3702,3400,1493,3543,956.223999,2031,0
157,Site157,娄底,冷江,Cluster_7,Indoor,Macro,Urban,111.43779,27.62524,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,2467,960.2424927,2038,0
158,Site158,娄底,冷江,Cluster_7,Indoor,Macro,Urban,111.60149,27.6627,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,3149,976.6779785,2033,0
159,Site159,娄底,冷江,Cluster_7,Indoor,Macro,Urban,111.59262,27.68407,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,1,843,0,0.05,0.1,3935,0,1493,3424,984.1665039,2028,0
160,Site160,娄底,冷江,Cluster_7,Indoor,Macro,Urban,111.46835,27.64982,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition,1500,210,450,70,8760,0,200,8560,200,8560,22,,843,0,0.05,0,3935,0,0,2856,960.6079712,2033,0
161,Site161,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.50909,27.69644,grid,0,0,0,12,375,0,non-Huawei,2013,0.85,0.85,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,22,,843,0,0.05,0,2542,2000,0,3549,979.5999756,2031,0
162,Site162,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.43886,27.68098,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3409,956.5895081,2033,0
163,Site163,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.425985,27.688969,grid,0,0,0,12,375,0,non-Huawei,2018,0.9,0.9,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.15,3702,3400,2352,3540,964.625,2029,0
164,Site164,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.425985,27.688969,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,35,3,843,0,0.05,0.1,3702,3400,2019,3540,964.625,2030,0
165,Site165,娄底,冷江,Cluster_7,Indoor,Macro,Suburban,111.426746,27.693169,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,3,843,0,0.05,0.1,2542,2000,2019,3540,964.625,2037,0
166,Site166,娄底,冷江,Cluster_7,Indoor,Macro,Rural,111.434545,27.685911,grid,0,0,0,12,375,0,non-Huawei,2015,0.87,0.87,Lead-acid battery,Air condition+FCS,1500,210,450,70,1200,7560,200,8560,200,8560,24,1,843,0,0.05,0.1,2542,2000,1493,3408,963.1640015,2035,0
